Year,Job_Title,Country,Company_Type,Experience_Level,Salary_USD,Remote,Top_Skill
2026,Data Analyst,Germany,Freelance,Entry,57205,Yes,TensorFlow
2025,NLP Engineer,Germany,Startup,Senior,163430,Yes,PyTorch
2022,NLP Engineer,UK,Big Tech,Mid,87433,No,SQL
2026,Data Scientist,Canada,Startup,Senior,143069,No,PyTorch
2023,AI Engineer,USA,Freelance,Mid,146508,No,NLP
2024,ML Engineer,India,Big Tech,Mid,35880,Yes,Python
2026,ML Engineer,Canada,Big Tech,Entry,58217,No,NLP
2022,NLP Engineer,UK,Big Tech,Mid,83328,No,PyTorch
2025,AI Engineer,USA,Freelance,Entry,61137,No,SQL
2024,NLP Engineer,UK,Big Tech,Entry,30186,Yes,SQL
2024,Data Analyst,India,Freelance,Mid,40958,Yes,SQL
2023,AI Engineer,UK,Startup,Mid,113482,Yes,Python
2025,Data Scientist,USA,Startup,Mid,103386,Yes,PyTorch
2024,Data Scientist,India,Freelance,Entry,14187,Yes,NLP
2026,NLP Engineer,Germany,Big Tech,Entry,39162,No,TensorFlow
2026,Data Analyst,UK,Big Tech,Entry,32400,Yes,TensorFlow
2025,Data Analyst,Germany,Freelance,Entry,57349,Yes,TensorFlow
2026,Data Analyst,India,Freelance,Entry,15280,Yes,TensorFlow
2025,AI Engineer,Germany,Startup,Senior,192660,Yes,SQL
2024,NLP Engineer,India,Big Tech,Senior,69292,Yes,NLP
2023,Data Analyst,India,Startup,Mid,31887,Yes,TensorFlow
2023,ML Engineer,India,Freelance,Mid,44691,No,Python
2025,Data Analyst,India,Big Tech,Senior,69502,Yes,SQL
2024,NLP Engineer,USA,Big Tech,Mid,140127,No,PyTorch
2022,Data Scientist,UK,Freelance,Mid,66221,Yes,TensorFlow
2024,NLP Engineer,USA,Startup,Entry,47265,Yes,NLP
2025,AI Engineer,India,Big Tech,Senior,52547,No,TensorFlow
2023,Data Scientist,India,Big Tech,Entry,18315,Yes,Python
2022,NLP Engineer,Canada,Freelance,Entry,29705,No,SQL
2022,Data Analyst,Canada,Big Tech,Senior,144711,No,SQL
2026,Data Scientist,USA,Freelance,Senior,194654,No,Python
2023,ML Engineer,UK,Big Tech,Mid,93542,No,SQL
2026,ML Engineer,Germany,Freelance,Senior,145002,No,SQL
2022,AI Engineer,Germany,Startup,Senior,149900,No,NLP
2025,Data Scientist,USA,Big Tech,Entry,53539,Yes,PyTorch
2025,NLP Engineer,Germany,Startup,Entry,62153,No,SQL
2025,AI Engineer,Canada,Freelance,Senior,157116,No,TensorFlow
2025,AI Engineer,UK,Freelance,Entry,63846,Yes,NLP
2025,AI Engineer,India,Startup,Entry,16318,No,SQL
2024,Data Scientist,Germany,Startup,Entry,57987,No,TensorFlow
2025,AI Engineer,Germany,Freelance,Mid,88564,Yes,TensorFlow
2025,ML Engineer,Canada,Freelance,Senior,152238,Yes,Python
2023,ML Engineer,USA,Big Tech,Mid,138144,No,Python
2025,Data Scientist,India,Big Tech,Senior,59999,No,Python
2023,Data Scientist,Germany,Startup,Entry,42480,Yes,NLP
2024,NLP Engineer,Canada,Startup,Senior,195794,Yes,PyTorch
2022,ML Engineer,India,Freelance,Entry,16615,Yes,PyTorch
2024,NLP Engineer,USA,Big Tech,Entry,28459,No,PyTorch
2024,NLP Engineer,USA,Big Tech,Entry,64602,Yes,SQL
2022,AI Engineer,Germany,Startup,Senior,175418,No,Python
2025,AI Engineer,UK,Startup,Mid,67478,Yes,SQL
2025,Data Analyst,Germany,Freelance,Senior,153521,No,PyTorch
2024,NLP Engineer,UK,Big Tech,Senior,158489,Yes,PyTorch
2025,Data Analyst,India,Big Tech,Senior,50364,No,TensorFlow
2026,ML Engineer,India,Freelance,Mid,25060,No,PyTorch
2023,ML Engineer,India,Freelance,Senior,55620,No,PyTorch
2022,Data Analyst,Germany,Startup,Entry,43655,No,TensorFlow
2026,Data Scientist,Canada,Startup,Entry,61694,No,PyTorch
2022,Data Analyst,Canada,Big Tech,Mid,113131,Yes,Python
2025,ML Engineer,UK,Big Tech,Entry,28003,No,TensorFlow
2026,Data Analyst,India,Freelance,Mid,46841,Yes,SQL
2023,Data Scientist,Canada,Big Tech,Senior,178273,Yes,Python
2025,Data Scientist,USA,Startup,Senior,214939,No,NLP
2025,AI Engineer,Canada,Freelance,Mid,129641,Yes,SQL
2023,Data Scientist,UK,Startup,Entry,35568,Yes,PyTorch
2023,ML Engineer,India,Freelance,Senior,55888,No,SQL
2025,Data Analyst,USA,Startup,Entry,38985,No,PyTorch
2025,Data Scientist,India,Freelance,Entry,13277,No,Python
2024,Data Scientist,USA,Freelance,Senior,228298,No,NLP
2026,NLP Engineer,Germany,Startup,Mid,101042,No,SQL
2022,NLP Engineer,USA,Big Tech,Senior,161410,No,PyTorch
2025,Data Scientist,India,Freelance,Senior,66284,No,Python
2023,AI Engineer,UK,Big Tech,Mid,82732,Yes,NLP
2024,NLP Engineer,India,Startup,Mid,34927,No,PyTorch
2023,NLP Engineer,UK,Big Tech,Senior,166810,Yes,SQL
2023,ML Engineer,Canada,Big Tech,Entry,54350,Yes,SQL
2026,Data Scientist,USA,Big Tech,Mid,135671,Yes,NLP
2022,Data Scientist,Germany,Big Tech,Entry,38341,Yes,PyTorch
2024,AI Engineer,Germany,Startup,Senior,142897,Yes,Python
2025,Data Analyst,USA,Startup,Senior,229131,Yes,NLP
2022,NLP Engineer,USA,Startup,Senior,173498,No,SQL
2024,Data Analyst,Canada,Big Tech,Senior,186768,No,TensorFlow
2023,Data Scientist,UK,Big Tech,Mid,83684,No,TensorFlow
2024,NLP Engineer,UK,Startup,Mid,117558,No,TensorFlow
2023,ML Engineer,Canada,Big Tech,Entry,33399,No,PyTorch
2025,NLP Engineer,Germany,Startup,Mid,121519,Yes,Python
2024,AI Engineer,India,Startup,Mid,34309,Yes,SQL
2026,Data Scientist,Canada,Big Tech,Mid,135757,No,TensorFlow
2024,Data Scientist,Germany,Freelance,Senior,161119,No,SQL
2026,NLP Engineer,Canada,Freelance,Mid,135900,No,SQL
2024,Data Scientist,USA,Freelance,Mid,139776,Yes,NLP
2026,AI Engineer,UK,Startup,Senior,169582,No,SQL
2022,Data Scientist,Canada,Freelance,Mid,131721,No,PyTorch
2026,Data Scientist,USA,Big Tech,Mid,108199,Yes,Python
2025,AI Engineer,Canada,Freelance,Entry,57151,Yes,TensorFlow
2024,AI Engineer,Canada,Freelance,Entry,51462,Yes,Python
2024,NLP Engineer,Canada,Startup,Mid,76384,No,PyTorch
2022,Data Scientist,USA,Big Tech,Entry,66574,Yes,TensorFlow
2026,Data Analyst,Canada,Freelance,Senior,157873,No,PyTorch
2025,Data Analyst,India,Startup,Entry,21258,No,SQL
2026,NLP Engineer,USA,Freelance,Entry,64801,Yes,NLP
2024,Data Scientist,Canada,Big Tech,Entry,32109,No,Python
2026,ML Engineer,USA,Big Tech,Mid,103836,No,Python
2023,ML Engineer,Canada,Big Tech,Entry,45998,Yes,SQL
2025,Data Scientist,USA,Freelance,Mid,152157,No,PyTorch
2026,AI Engineer,Canada,Big Tech,Mid,104815,Yes,SQL
2026,Data Analyst,India,Freelance,Mid,46710,No,Python
2026,NLP Engineer,India,Big Tech,Entry,18364,Yes,PyTorch
2024,Data Scientist,UK,Freelance,Entry,63234,No,NLP
2022,NLP Engineer,USA,Startup,Senior,220546,Yes,NLP
2026,ML Engineer,India,Freelance,Entry,11152,Yes,Python
2024,ML Engineer,UK,Freelance,Senior,190170,No,PyTorch
2026,Data Scientist,India,Startup,Mid,28731,Yes,NLP
2024,Data Analyst,Germany,Startup,Entry,29159,No,SQL
2023,AI Engineer,USA,Startup,Mid,135814,Yes,NLP
2024,ML Engineer,USA,Freelance,Entry,51390,No,SQL
2025,AI Engineer,Germany,Big Tech,Entry,25738,Yes,PyTorch
2026,NLP Engineer,India,Startup,Mid,32344,No,Python
2025,Data Scientist,India,Freelance,Entry,8488,Yes,SQL
2026,ML Engineer,Germany,Freelance,Mid,72048,Yes,SQL
2024,NLP Engineer,UK,Startup,Senior,172020,No,Python
2022,Data Analyst,Canada,Big Tech,Senior,142534,No,TensorFlow
2026,AI Engineer,India,Big Tech,Senior,70038,No,Python
2023,NLP Engineer,Canada,Startup,Mid,98791,Yes,SQL
2026,AI Engineer,India,Startup,Senior,56344,No,TensorFlow
2025,AI Engineer,UK,Freelance,Mid,81183,No,Python
2023,Data Scientist,Canada,Big Tech,Entry,23721,No,NLP
2025,Data Analyst,Canada,Startup,Senior,140332,No,Python
2024,Data Analyst,Canada,Big Tech,Mid,132243,Yes,Python
2025,AI Engineer,UK,Big Tech,Entry,37968,No,TensorFlow
2023,Data Scientist,Canada,Freelance,Mid,86654,No,Python
2024,Data Analyst,Canada,Startup,Entry,37777,No,Python
2024,NLP Engineer,Canada,Big Tech,Entry,64585,Yes,Python
2026,ML Engineer,USA,Startup,Mid,150883,No,SQL
2022,NLP Engineer,Canada,Big Tech,Senior,172210,Yes,PyTorch
2022,AI Engineer,India,Big Tech,Mid,41830,No,PyTorch
2024,NLP Engineer,USA,Freelance,Entry,30000,No,TensorFlow
2022,Data Analyst,UK,Big Tech,Entry,63221,Yes,PyTorch
2022,ML Engineer,UK,Startup,Mid,70529,Yes,Python
2025,Data Analyst,USA,Freelance,Senior,177333,Yes,Python
2025,ML Engineer,Germany,Startup,Mid,123246,Yes,NLP
2026,Data Analyst,USA,Freelance,Mid,88634,Yes,Python
2025,AI Engineer,USA,Startup,Entry,63649,No,Python
2022,Data Scientist,Canada,Startup,Mid,99272,No,SQL
2026,NLP Engineer,USA,Big Tech,Mid,145744,Yes,TensorFlow
2022,Data Analyst,Canada,Big Tech,Senior,145738,Yes,NLP
2022,NLP Engineer,UK,Freelance,Entry,58686,No,PyTorch
2026,Data Analyst,UK,Startup,Entry,25176,No,NLP
2025,NLP Engineer,Germany,Big Tech,Senior,142497,Yes,PyTorch
2024,NLP Engineer,Germany,Big Tech,Mid,103318,Yes,Python
2023,NLP Engineer,Canada,Startup,Mid,83726,Yes,Python
2024,ML Engineer,India,Freelance,Senior,66151,No,NLP
2026,AI Engineer,Canada,Big Tech,Mid,81230,No,Python
2025,ML Engineer,USA,Freelance,Entry,45618,Yes,SQL
2025,AI Engineer,India,Startup,Mid,45655,No,Python
2022,AI Engineer,USA,Freelance,Entry,38131,Yes,NLP
2024,Data Scientist,USA,Startup,Entry,50203,No,SQL
2024,NLP Engineer,UK,Startup,Entry,23548,No,Python
2022,ML Engineer,India,Freelance,Entry,16870,No,SQL
2024,AI Engineer,UK,Freelance,Senior,183251,Yes,Python
2023,ML Engineer,UK,Startup,Senior,158979,No,NLP
2025,ML Engineer,USA,Freelance,Senior,201619,No,SQL
2024,ML Engineer,USA,Freelance,Mid,150545,No,SQL
2022,Data Analyst,Canada,Startup,Entry,61331,No,PyTorch
2026,Data Analyst,UK,Big Tech,Senior,182066,No,PyTorch
2025,AI Engineer,Canada,Big Tech,Senior,140757,Yes,SQL
2023,Data Analyst,UK,Big Tech,Entry,44058,No,NLP
2023,AI Engineer,Germany,Freelance,Entry,31683,No,PyTorch
2026,AI Engineer,UK,Freelance,Entry,55539,No,PyTorch
2025,Data Analyst,India,Big Tech,Mid,32310,No,Python
2023,Data Analyst,UK,Big Tech,Senior,196986,Yes,TensorFlow
2026,NLP Engineer,Canada,Freelance,Entry,43832,Yes,Python
2024,Data Scientist,Canada,Startup,Mid,119879,No,TensorFlow
2024,ML Engineer,Canada,Startup,Senior,157679,Yes,TensorFlow
2024,AI Engineer,India,Big Tech,Senior,65146,Yes,PyTorch
2023,ML Engineer,UK,Big Tech,Entry,59185,No,PyTorch
2024,Data Scientist,Germany,Startup,Mid,81108,No,NLP
2022,AI Engineer,UK,Freelance,Entry,44027,No,TensorFlow
2024,ML Engineer,India,Big Tech,Senior,68411,No,TensorFlow
2026,Data Scientist,Canada,Startup,Entry,34582,No,PyTorch
2023,Data Analyst,USA,Freelance,Mid,118449,No,NLP
2025,AI Engineer,USA,Startup,Entry,73105,No,Python
2023,ML Engineer,USA,Big Tech,Mid,97853,Yes,PyTorch
2022,AI Engineer,Canada,Startup,Entry,47627,No,PyTorch
2023,Data Scientist,UK,Freelance,Mid,119572,No,SQL
2023,ML Engineer,Germany,Big Tech,Senior,175520,No,NLP
2023,NLP Engineer,India,Big Tech,Entry,8194,Yes,PyTorch
2026,ML Engineer,Canada,Big Tech,Senior,172871,Yes,Python
2024,Data Analyst,Germany,Freelance,Senior,176192,Yes,PyTorch
2023,ML Engineer,Canada,Freelance,Mid,97990,Yes,NLP
2022,Data Analyst,USA,Startup,Entry,49324,No,Python
2023,Data Analyst,India,Freelance,Entry,17666,Yes,NLP
2024,Data Analyst,India,Startup,Mid,37266,No,Python
2022,Data Analyst,India,Big Tech,Senior,53096,No,Python
2022,AI Engineer,USA,Freelance,Entry,53868,No,PyTorch
2025,Data Scientist,USA,Freelance,Senior,193291,Yes,PyTorch
2024,ML Engineer,UK,Startup,Senior,153204,Yes,NLP
2025,ML Engineer,USA,Freelance,Entry,49279,No,SQL
2023,Data Scientist,Canada,Startup,Mid,132043,Yes,PyTorch
2024,Data Analyst,USA,Freelance,Entry,30145,Yes,SQL
2024,ML Engineer,UK,Startup,Entry,52398,No,SQL
2022,ML Engineer,USA,Freelance,Entry,40231,Yes,TensorFlow
2024,NLP Engineer,UK,Freelance,Entry,61051,Yes,SQL
2023,Data Scientist,Germany,Big Tech,Entry,23080,No,Python
2025,ML Engineer,India,Startup,Entry,15299,No,Python
2022,ML Engineer,India,Big Tech,Senior,66678,Yes,TensorFlow
2022,NLP Engineer,Germany,Freelance,Senior,187609,Yes,TensorFlow
2023,AI Engineer,India,Startup,Mid,39952,No,PyTorch
2026,ML Engineer,Canada,Freelance,Senior,139598,Yes,TensorFlow
2023,Data Analyst,UK,Freelance,Entry,26319,No,TensorFlow
2023,ML Engineer,India,Startup,Senior,67013,No,TensorFlow
2023,AI Engineer,Germany,Freelance,Entry,59548,No,Python
2023,AI Engineer,Germany,Startup,Entry,60878,Yes,SQL
2026,Data Analyst,Canada,Big Tech,Entry,56338,Yes,PyTorch
2022,ML Engineer,USA,Freelance,Entry,43397,Yes,NLP
2026,ML Engineer,UK,Freelance,Entry,52727,No,SQL
2023,ML Engineer,India,Startup,Senior,55480,No,SQL
2024,Data Analyst,USA,Big Tech,Mid,92292,No,PyTorch
2026,NLP Engineer,India,Startup,Mid,43973,No,Python
2024,NLP Engineer,Canada,Startup,Senior,166672,No,TensorFlow
2025,AI Engineer,India,Freelance,Senior,56735,Yes,PyTorch
2023,ML Engineer,UK,Startup,Entry,58094,No,PyTorch
2025,Data Analyst,India,Freelance,Mid,36833,Yes,PyTorch
2022,Data Scientist,India,Freelance,Entry,13091,No,TensorFlow
2026,Data Analyst,Germany,Freelance,Entry,49778,Yes,SQL
2025,Data Scientist,Germany,Freelance,Senior,179987,Yes,TensorFlow
2026,Data Analyst,UK,Big Tech,Entry,65408,Yes,Python
2022,Data Scientist,India,Big Tech,Senior,50106,Yes,PyTorch
2023,Data Analyst,Germany,Freelance,Mid,104437,No,NLP
2024,Data Analyst,USA,Startup,Senior,223947,No,SQL
2024,ML Engineer,India,Freelance,Mid,28414,No,Python
2022,Data Scientist,India,Freelance,Mid,43216,Yes,SQL
2024,ML Engineer,UK,Startup,Mid,102232,No,NLP
2023,ML Engineer,UK,Startup,Senior,186727,Yes,TensorFlow
2025,Data Analyst,Canada,Startup,Senior,160091,Yes,PyTorch
2022,AI Engineer,USA,Big Tech,Entry,75894,No,Python
2022,Data Scientist,Germany,Startup,Senior,135017,Yes,SQL
2026,Data Scientist,India,Freelance,Senior,60405,No,NLP
2025,AI Engineer,Germany,Freelance,Mid,124885,No,PyTorch
2025,NLP Engineer,USA,Big Tech,Mid,78262,No,SQL
2022,NLP Engineer,USA,Freelance,Mid,109388,No,NLP
2025,ML Engineer,USA,Freelance,Mid,131995,Yes,TensorFlow
2025,ML Engineer,Canada,Big Tech,Mid,95252,No,Python
2025,AI Engineer,Canada,Startup,Senior,177194,Yes,SQL
2025,Data Scientist,Germany,Freelance,Senior,196621,No,Python
2025,NLP Engineer,UK,Startup,Entry,34285,Yes,Python
2025,Data Scientist,UK,Big Tech,Mid,81886,No,PyTorch
2022,ML Engineer,Canada,Freelance,Senior,197956,No,SQL
2026,NLP Engineer,USA,Freelance,Mid,155542,No,NLP
2025,ML Engineer,UK,Big Tech,Entry,42975,Yes,TensorFlow
2026,ML Engineer,USA,Freelance,Mid,150699,No,NLP
2022,AI Engineer,USA,Freelance,Senior,189068,No,TensorFlow
2024,ML Engineer,Canada,Freelance,Senior,146032,No,Python
2026,Data Analyst,Germany,Startup,Mid,102032,No,SQL
2026,AI Engineer,UK,Freelance,Senior,155078,No,NLP
2022,AI Engineer,Canada,Big Tech,Senior,159968,No,Python
2024,ML Engineer,UK,Freelance,Entry,25788,Yes,PyTorch
2025,AI Engineer,UK,Startup,Senior,162452,No,TensorFlow
2025,Data Analyst,USA,Freelance,Senior,215328,Yes,NLP
2025,Data Scientist,UK,Big Tech,Senior,183153,No,PyTorch
2023,NLP Engineer,UK,Big Tech,Senior,196680,Yes,SQL
2023,ML Engineer,USA,Big Tech,Senior,213790,Yes,PyTorch
2025,ML Engineer,USA,Startup,Mid,93303,Yes,NLP
2024,NLP Engineer,India,Startup,Senior,48890,Yes,SQL
2025,Data Analyst,Germany,Freelance,Senior,185720,No,Python
2025,Data Analyst,Germany,Freelance,Senior,132836,Yes,Python
2022,Data Scientist,India,Freelance,Senior,48603,No,TensorFlow
2022,NLP Engineer,UK,Big Tech,Mid,87508,Yes,Python
2024,Data Scientist,Canada,Startup,Mid,98678,No,Python
2026,NLP Engineer,Canada,Freelance,Senior,194749,Yes,Python
2023,NLP Engineer,UK,Startup,Senior,154656,Yes,Python
2023,NLP Engineer,UK,Freelance,Entry,28330,Yes,Python
2022,NLP Engineer,Germany,Big Tech,Senior,179446,Yes,SQL
2024,Data Scientist,Canada,Big Tech,Senior,148539,No,TensorFlow
2026,AI Engineer,Canada,Freelance,Senior,145461,Yes,SQL
2022,ML Engineer,UK,Big Tech,Entry,31674,Yes,NLP
2024,AI Engineer,UK,Freelance,Senior,171637,No,TensorFlow
2025,ML Engineer,India,Big Tech,Entry,14662,Yes,NLP
2023,Data Scientist,Germany,Freelance,Senior,158826,Yes,PyTorch
2023,AI Engineer,India,Big Tech,Entry,23823,No,Python
2026,Data Scientist,Canada,Big Tech,Entry,47821,No,TensorFlow
2024,ML Engineer,UK,Big Tech,Entry,29060,No,Python
2022,ML Engineer,Canada,Freelance,Mid,130901,No,Python
2026,AI Engineer,Canada,Big Tech,Senior,145465,Yes,SQL
2024,Data Analyst,UK,Big Tech,Senior,174864,No,PyTorch
2026,ML Engineer,Germany,Startup,Senior,143209,Yes,SQL
2025,NLP Engineer,Germany,Startup,Senior,188051,Yes,NLP
2025,Data Analyst,UK,Big Tech,Mid,102205,No,PyTorch
2026,ML Engineer,Germany,Freelance,Entry,44034,No,Python
2022,Data Scientist,UK,Startup,Entry,63473,No,NLP
2025,Data Scientist,India,Freelance,Senior,61049,Yes,PyTorch
2022,NLP Engineer,UK,Freelance,Entry,52636,No,SQL
2026,NLP Engineer,USA,Freelance,Mid,135466,Yes,SQL
2022,AI Engineer,UK,Freelance,Mid,96473,No,SQL
2024,Data Scientist,Germany,Freelance,Entry,60864,Yes,TensorFlow
2024,Data Analyst,Germany,Big Tech,Entry,22160,No,SQL
2024,NLP Engineer,USA,Big Tech,Senior,186308,Yes,NLP
2025,AI Engineer,Germany,Big Tech,Entry,22370,Yes,PyTorch
2024,Data Scientist,USA,Big Tech,Mid,85218,Yes,PyTorch
2022,Data Analyst,USA,Startup,Senior,196101,No,TensorFlow
2024,AI Engineer,India,Startup,Senior,59496,No,SQL
2023,AI Engineer,India,Startup,Mid,26900,No,Python
2023,Data Analyst,India,Freelance,Mid,28202,Yes,PyTorch
2024,Data Scientist,India,Big Tech,Senior,65871,Yes,TensorFlow
2025,NLP Engineer,India,Startup,Entry,10827,Yes,SQL
2024,NLP Engineer,USA,Freelance,Entry,30433,No,PyTorch
2026,Data Scientist,India,Big Tech,Mid,36738,No,SQL
2026,ML Engineer,Canada,Startup,Entry,44187,No,SQL
2025,ML Engineer,India,Freelance,Entry,21168,Yes,NLP
2023,ML Engineer,USA,Startup,Mid,101331,Yes,PyTorch
2022,NLP Engineer,UK,Startup,Entry,49418,No,SQL
2023,AI Engineer,India,Big Tech,Entry,21365,Yes,TensorFlow
2022,AI Engineer,Germany,Big Tech,Mid,83803,Yes,SQL
2022,Data Scientist,USA,Freelance,Senior,180307,No,TensorFlow
2026,Data Scientist,India,Startup,Mid,33530,No,Python
2022,Data Scientist,Canada,Startup,Mid,124868,No,NLP
2026,NLP Engineer,Germany,Startup,Senior,174123,No,Python
2022,ML Engineer,Canada,Startup,Entry,67206,Yes,SQL
2025,Data Scientist,USA,Freelance,Senior,217796,No,SQL
2026,ML Engineer,USA,Startup,Entry,61629,No,NLP
2024,AI Engineer,India,Freelance,Senior,59432,Yes,PyTorch
2025,NLP Engineer,Canada,Startup,Entry,68155,Yes,TensorFlow
2022,NLP Engineer,USA,Freelance,Entry,59865,Yes,SQL
2025,NLP Engineer,India,Freelance,Mid,39917,Yes,SQL
2022,ML Engineer,Canada,Startup,Senior,197587,No,NLP
2026,AI Engineer,Germany,Startup,Mid,105803,Yes,SQL
2022,NLP Engineer,UK,Big Tech,Entry,32678,Yes,TensorFlow
2022,ML Engineer,UK,Freelance,Entry,22100,No,TensorFlow
2022,NLP Engineer,Germany,Freelance,Entry,51437,No,TensorFlow
2022,Data Scientist,Germany,Startup,Senior,150453,Yes,NLP
2026,Data Scientist,India,Freelance,Mid,38440,No,SQL
2024,AI Engineer,UK,Freelance,Senior,164155,Yes,PyTorch
2024,ML Engineer,India,Startup,Mid,36042,Yes,SQL
2026,Data Analyst,UK,Freelance,Mid,88358,Yes,PyTorch
2026,ML Engineer,USA,Startup,Entry,62327,No,Python
2026,ML Engineer,USA,Freelance,Entry,58193,Yes,Python
2022,ML Engineer,UK,Startup,Mid,111227,Yes,Python
2022,NLP Engineer,Germany,Freelance,Entry,36584,No,SQL
2024,AI Engineer,India,Startup,Entry,9464,No,NLP
2022,Data Scientist,USA,Startup,Senior,199581,No,SQL
2022,ML Engineer,USA,Startup,Mid,90555,No,SQL
2025,Data Scientist,India,Startup,Entry,13885,No,Python
2026,AI Engineer,USA,Big Tech,Entry,29692,Yes,PyTorch
2026,AI Engineer,Canada,Startup,Senior,205310,No,NLP
2024,AI Engineer,USA,Big Tech,Mid,100610,Yes,Python
2023,ML Engineer,Germany,Startup,Mid,118000,No,Python
2022,NLP Engineer,India,Freelance,Mid,26370,Yes,SQL
2025,AI Engineer,Germany,Big Tech,Mid,115988,No,SQL
2023,Data Analyst,India,Freelance,Mid,37992,Yes,PyTorch
2022,NLP Engineer,India,Freelance,Senior,50287,Yes,TensorFlow
2022,ML Engineer,USA,Big Tech,Senior,165384,Yes,TensorFlow
2024,ML Engineer,Germany,Big Tech,Entry,61757,Yes,SQL
2023,Data Scientist,UK,Startup,Senior,184847,Yes,PyTorch
2024,Data Scientist,USA,Freelance,Senior,227346,Yes,Python
2023,AI Engineer,UK,Startup,Entry,27555,No,SQL
2023,Data Analyst,UK,Freelance,Senior,161665,No,PyTorch
2022,AI Engineer,USA,Startup,Entry,28735,Yes,NLP
2023,Data Scientist,India,Big Tech,Senior,66648,No,NLP
2026,AI Engineer,UK,Big Tech,Entry,41595,No,SQL
2023,Data Analyst,Canada,Startup,Entry,52565,Yes,PyTorch
2025,AI Engineer,India,Big Tech,Entry,9432,No,SQL
2024,Data Scientist,USA,Startup,Mid,144350,No,Python
2023,AI Engineer,UK,Freelance,Entry,26708,Yes,TensorFlow
2023,NLP Engineer,UK,Freelance,Entry,39325,Yes,NLP
2025,Data Scientist,USA,Big Tech,Entry,52291,No,PyTorch
2026,ML Engineer,Germany,Big Tech,Senior,182653,Yes,TensorFlow
2025,NLP Engineer,USA,Freelance,Entry,28017,No,PyTorch
2026,Data Scientist,Germany,Startup,Entry,55385,Yes,SQL
2023,ML Engineer,UK,Freelance,Senior,169723,No,PyTorch
2023,AI Engineer,Germany,Big Tech,Senior,196208,No,SQL
2023,NLP Engineer,Canada,Startup,Entry,65724,Yes,Python
2023,AI Engineer,Canada,Startup,Mid,103276,Yes,TensorFlow
2023,Data Scientist,Germany,Freelance,Mid,72431,Yes,PyTorch
2024,Data Analyst,Germany,Big Tech,Senior,172999,No,Python
2024,AI Engineer,India,Big Tech,Senior,57613,No,TensorFlow
2022,Data Analyst,Canada,Big Tech,Mid,115772,Yes,SQL
2026,Data Scientist,UK,Startup,Mid,77404,No,Python
2023,Data Analyst,India,Freelance,Entry,17146,No,Python
2022,ML Engineer,USA,Big Tech,Mid,112208,Yes,TensorFlow
2024,NLP Engineer,India,Startup,Senior,55297,No,Python
2026,ML Engineer,India,Startup,Senior,62894,Yes,NLP
2025,Data Scientist,Germany,Big Tech,Mid,69898,Yes,PyTorch
2024,AI Engineer,UK,Startup,Entry,26991,Yes,TensorFlow
2025,Data Analyst,Canada,Startup,Senior,200594,Yes,Python
2025,AI Engineer,Germany,Startup,Entry,47179,No,NLP
2023,Data Analyst,Germany,Freelance,Senior,132715,Yes,Python
2026,NLP Engineer,UK,Big Tech,Senior,142849,No,SQL
2025,AI Engineer,USA,Freelance,Mid,122361,Yes,PyTorch
2023,Data Analyst,Canada,Startup,Entry,39476,No,NLP
2023,NLP Engineer,India,Startup,Mid,29010,Yes,TensorFlow
2024,Data Scientist,Germany,Big Tech,Senior,167982,No,PyTorch
2025,AI Engineer,Germany,Freelance,Mid,121154,Yes,SQL
2025,Data Analyst,Germany,Startup,Senior,171127,No,PyTorch
2024,Data Analyst,Germany,Freelance,Senior,190099,Yes,Python
2022,NLP Engineer,India,Startup,Mid,26613,No,NLP
2026,Data Scientist,Germany,Big Tech,Entry,38066,No,Python
2023,Data Analyst,USA,Big Tech,Mid,155357,No,Python
2024,ML Engineer,Canada,Big Tech,Mid,92166,No,SQL
2022,Data Analyst,USA,Startup,Entry,39066,No,TensorFlow
2023,NLP Engineer,India,Startup,Senior,64154,No,Python
2026,Data Analyst,UK,Freelance,Mid,95059,No,NLP
2023,Data Analyst,UK,Startup,Senior,140532,No,TensorFlow
2026,ML Engineer,Germany,Startup,Entry,28723,Yes,NLP
2023,Data Scientist,Canada,Freelance,Senior,166820,Yes,SQL
2025,AI Engineer,UK,Startup,Senior,145972,Yes,PyTorch
2024,Data Scientist,Germany,Startup,Entry,23667,Yes,Python
2025,NLP Engineer,USA,Startup,Entry,50064,Yes,Python
2022,Data Analyst,Germany,Startup,Mid,101398,Yes,PyTorch
2022,Data Analyst,USA,Startup,Senior,231800,No,PyTorch
2023,ML Engineer,Germany,Startup,Entry,62895,Yes,Python
2024,AI Engineer,India,Freelance,Senior,52152,No,Python
2023,NLP Engineer,USA,Freelance,Entry,70131,Yes,SQL
2024,Data Scientist,UK,Startup,Mid,81842,Yes,TensorFlow
2024,Data Analyst,UK,Startup,Mid,112996,No,PyTorch
2025,NLP Engineer,India,Startup,Mid,29187,No,PyTorch
2022,NLP Engineer,Canada,Big Tech,Entry,38512,No,PyTorch
2025,NLP Engineer,Germany,Big Tech,Senior,159613,No,SQL
2026,AI Engineer,Germany,Freelance,Entry,54397,Yes,NLP
2024,NLP Engineer,India,Big Tech,Senior,58441,Yes,Python
2023,AI Engineer,India,Startup,Mid,25904,No,TensorFlow
2023,AI Engineer,USA,Startup,Mid,139068,Yes,PyTorch
2026,AI Engineer,UK,Freelance,Entry,49797,Yes,NLP
2023,Data Scientist,Canada,Big Tech,Senior,198852,Yes,NLP
